RAZON SOCIAL;DIRECCIÓN;TELÉFONO;ABIERTO 24 HORAS;ENTIDAD QUE VIGILA
Droguería Rincon Paez Hnos;AV BOYACA 75 A 22;4033737;2;Engativá
Droguería Riversut;KR 104 A 76 B 26;4519436;2;Engativá
Droguería Rodhes;CL 69 C 105 H 71;5489296;2;Engativá
Droguería Rodsan;TV 94 L 89 09;4354331;2;Engativá
Droguería Romi;AK 45 150 09;6256493;2;Suba
Droguería Romi Suba;KR 92 151 01;6860952;2;Suba
Droguería Rosas;KR 10 10 00;3415150;2;Centro Oriente
Droguería Rosas;AC 19 28 80 LC B 75;4872379;1;Centro Oriente
Droguería Rosas;CL 63 F 23 46;5417678;2;Chapinero
Droguería Rosas;CL 20 82 52 LC 271;7026957;2;Fontibón
Droguería Rosas Asociados Ltda;AK 14 54 70;2499796;2;Chapinero
Droguería Rosas Asociados Ltda;AV CARACAS 54 70;2499796;2;Chapinero
Droguería Rosas Asociados Ltda;TV 55 98 A 42 LC 137;6359430;2;Chapinero
Droguería Rosas Asociados Ltda;KR 104 148 07 LC 2 18;6979483;2;Suba
Droguería Rosas Asociados Ltda No 7;CL 140 17 A 09;6480709;2;Usaquén
Droguería Rosita;CL 95A SUR 0 63;7821632;2;Usme
Droguería Rotherdam;KR 68F 68B 09;2312172;2;Engativá
Droguería Royal;CL 53 71 09 LC 2;4105443;2;Engativá
Droguería S Farma;KR 31 D 1 F 09;2377259;2;Sur
Droguería S Farma # 2;KR 1 75 34 SUR LOCAL 1;7643086;2;Usme
Droguería S Farma # 7;KR 1 75 34 SUR LOCAL 1;7643086;2;Usme
Droguería Sabanas Del Dorado;CL 63 B 121 03;9120564;2;Engativá
Droguería Salanlly;CL 128F 104B 04;6901233;2;Suba
Droguería Salifarma;KR 82 22 A 18;4106936;2;Fontibón
Droguería Salitre De Suba;KR 92 161 05;6863520;2;Suba
Droguería Salud 3000;KR 49 C 24 50 SUR IN 37 MZ 21;4738280;2;Sur
Droguería Salud Bachue;CL 72 29 16;2298396;2;Chapinero
Droguería Salud Farma;CL 81 106 04;2280259;2;Engativá
Droguería Salud Norte;CL 181 C 11 75 LC 8;4751762;2;Usaquén
Droguería Salud Plena;CL 151 B 92 97;6090978;2;Suba
Droguería Salud Social;AK 70 74D 37;4544947;2;Engativá
Droguería Salud Social CR;KR 50 A 40 03 SUR;2302675;2;Sur
Droguería Salud Social JGR 3;KR 35 A 27 B 96 SUR;4518025;2;Sur
Droguería Salud Social SR;KR 69 C 64 99;3117540;2;Engativá
Droguería Salud Sur;KR 15 4 90 SUR LC 8;5607854;2;Rafael Uribe
Droguería Salud Total;KR 5B 49 50 SUR;2052878;2;Rafael Uribe
Droguería Salud Y Bienestar De Suba;KR 97A BIS A 158 06;5355102;2;Suba
Droguería Salud Y Vida;KR 107 A 70 24;4336390;2;Engativá
Droguería Salud ZPS;AK 7 180 75;6782052;2;Usaquén
Droguería Samantina;KR 82 23F 05;4102454;2;Fontibón
Droguería Sambert 3;KR 8 24 12 SUR;4690927;2;San Cristóbal
Droguería Sami NP;KR 1A 75A 56 SUR;0;2;Usme
Droguería Samlidm;CL 48L SUR 5B 05;7723300;2;Rafael Uribe
Droguería San Agustin;CL 49B SUR 5 C 10;0;2;Rafael Uribe
Droguería San Antonio Plus;CL 5 SUR 19 99;2468055;2;Rafael Uribe
Droguería San Carlos No 1;CL 53 SUR 17 18;2791058;2;Tunjuelito
Droguería San Cipriano;CL 167 54B 05;6780270;2;Suba
Droguería San Diego;KR 106 130B 05;5385966;2;Suba
Droguería San Diego Del Norte;CL 163 55BIS 01;5265211;2;Suba
Droguería San Eusebio;KR 52 25 21 SUR;5637042;2;Sur
Droguería San Felipe De Yacali;KR 102B 151 15 LC 2;0;2;Suba
Droguería San Francisco De Sales;AC 80 74B 17 LC 21;4382795;2;Engativá
Droguería San Gabriel;CL 44 SUR 23 76;0;2;Rafael Uribe
Droguería San Ignacio;KR 7 42 43;4717240;2;Chapinero
Droguería San Ignacio JN;KR 113 81 58;4423371;2;Engativá
Droguería San Jose Av;CL 132 98C 50;0;2;Suba
Droguería San Jose Del Sur;CL 50A SUR 5R 18;7605664;2;Rafael Uribe
Droguería San Judas Tadeo;CL 25B 72 80 IN 14 LC 27;2630052;2;Fontibón
Droguería San Lorenzo;KR 58 145 21;6241009;2;Suba
Droguería San Lorenzo II;KR 53 141 42 LC 1;5204322;2;Suba
Droguería San Luis Dorado;CL 72 65 B 70;2402829;2;Chapinero
Droguería San Luis Nororiental;KR 6 ESTE 98 50;6370338;2;Chapinero
Droguería San Marcos De Leon;CL 1 BIS B 2 26;2331036;2;Centro Oriente
Droguería San Miguel;AC 68 51 12;2315492;2;Chapinero
Droguería San Nicolas;KR 52 173 71 LC 2;6705335;2;Suba
Droguería San Pedro Plaza;CL 187 55A 40 LC A09;6677410;2;Suba
Droguería San Rafael JL;KR 53 B 4 F 05;2622042;2;Sur
Droguería San Remo 2;KR 13 77 A 13 LC 1;6918214;2;Chapinero
Droguería San Vicente;CL 54 SUR 27 72;2708332;2;Tunjuelito
Droguería Sana Salud 170;CL 172 20 A 05;5264353;2;Usaquén
Droguería Sanar C;CL 53 SUR 9A 06;2793217;2;Tunjuelito
Droguería Sanar Fontibon;KR 105 16H 64;2983242;2;Fontibón
Droguería Sancrist;KR 31 55 21 SUR;0;2;Tunjuelito
Droguería Sanisalud;DG 76 BIS SUR 2A 36;7730149;2;Usme
Droguería Sanitas;KR 52 45 34 LC1;2214978;2;Chapinero
Droguería Santa Ana 2014;CL 40 B SUR 87 A 03;0;2;Sur
Droguería Santa Carolina;KR 53 141 42;6254558;2;Suba
Droguería Santa Cecilia;KR 77 C 52 B 69;2634608;2;Engativá
Droguería Santa Coloma Autopista;AK 45 128 D 88 LC 3;6153088;2;Usaquén
Droguería Santa Isabel De Hungria;CL 41 SUR 52 21;4083094;2;Sur
Droguería Santa Laurita;KR 69 71 43;3878443;2;Engativá
Droguería Santa Laurita;KR 68F 68 17;4934573;2;Engativá
Droguería Santa Librada;CL 76A SUR1C 22 ESTE;7645440;2;Usme
Droguería Santa Lucía Plus;DG 44 SUR 20 66;5107213;2;Rafael Uribe
Droguería Santa Magdalena;DG 51A SUR 59 12 LC 2;7416068;2;Tunjuelito
Droguería Santa Matilde;AC 8 SUR 31 A 94;5602170;2;Sur
Droguería Santa Paula No 1;KR 13 107 A 20;2140959;2;Usaquén
Droguería Santa Rosa Norte;CL 102 70G 97;6524040;2;Suba
Droguería Santa Sofia VM;CL 48B SUR 22 02;2058199;2;Tunjuelito
Droguería Santamaria Ariza;KR 70 B 71 87;5402702;2;Engativá
Droguería Santana;AK 7 113 54;2133279;2;Usaquén
Droguería Santana;AC 132 92 41;6837638;2;Suba
Droguería Santiago;CL 63A SUR 71F 46;9116402;2;Vista Hermosa
Droguería Santidescuentos;CL 22J 113A 11;4215248;2;Fontibón
Droguería Santidrogas Union JC;CL 90 87 A 24;5355048;2;Engativá
Droguería Santo Remedio;KR 12 144 68;6156855;2;Usaquén
Droguería Santy L;DG 57Z SUR 74G 03;0;2;Vista Hermosa
Droguería Sanus;CL 66A 97 38;4363599;2;Engativá
Droguería Sara Sofia OC;TV 70G 63 52 SUR LC 3;3000294;2;Vista Hermosa
Droguería Saribay;AV CARACAS 4 54 LC 67;9118835;2;Centro Oriente
Droguería Satili;CL 48L SUR 5B 04;7176456;2;Rafael Uribe
Droguería Sayury;TV 53 A 1 B 58;2626540;2;Sur
Droguería Scandy;CL 66 SUR 19G 40;7564969;2;Vista Hermosa
Droguería Señorial;KR 16 43 06;2452447;2;Chapinero
Droguería Sefar;KR 24 A 17 69 SUR;2392078;2;Rafael Uribe
Droguería Selecta;CL 50 17 15;5452101;2;Chapinero
Droguería Serfacom J 5;CL18 SUR 37 A 39 LC 2;0;2;Sur
Droguería Servi Cosmetica;CL 129D 105 25;6937147;2;Suba
Droguería Servi Max;KR 92 154A 33 PISO 2;6821588;2;Suba
Droguería Servi Ya;CL 49 05 08;2321142;2;Chapinero
Droguería Servialkosto;CL 163 A 8 H 03;5289496;2;Usaquén
Droguería Servicab;CL 165 14 73;6710032;2;Usaquén
Droguería Service Pharma;KR 82 17 95 LC 12;4084432;2;Fontibón
Droguería Servicomunal De La Salud;CL 162 8 F 10;6780823;2;Usaquén
Droguería Servicosmetica;CL 129D 105 25;6937147;2;Suba
Droguería Servidrogas Perdomo;CL 64A SUR 72 02 LC 2;7760267;2;Vista Hermosa
Droguería Servifamp;DG 129B 122D 09;5369071;2;Suba
Droguería Servifarma DS;KR 5 81 09 SUR;7642197;2;Usme
Droguería Servifarma LF;KR 69 64 D 03;7033698;2;Engativá
Droguería Servifarma RS;CL 64F 73B 19;4592170;2;Engativá
Droguería Servifarma RS No 2;KR 72A 48 25;4936382;2;Engativá
Droguería Servillanos;CL 76 107 04;7535677;2;Engativá
Droguería Servimax;KR 92 154A 33;6821588;2;Suba
Droguería Servipharma B Y E;KR 75B 62 04 SUR LC 1;7828075;2;Vista Hermosa
Droguería Servir Descuentos;KR 112A 22F 48;2983752;2;Fontibón
Droguería Servirebaja;KR 100 23J 34;2989607;2;Fontibón
Droguería Servisalud BAV;KR 10 8 41 SUR;7568488;2;Rafael Uribe
Droguería Servisalud BMV;KR 10 8 41 SUR;7568488;2;Rafael Uribe
Droguería Servisalud JFJ;KR 100 B 76 B 06;2282258;2;Engativá
Droguería Servisalud VC;KR 7 ESTE 95 36 SUR;7683258;2;Usme
Droguería Servissalud FN;TV 127 137 16;5350066;2;Suba
Droguería Set;CL 56 SUR 5A 36 SUR;5671049;2;Usme
Droguería Sfarma No 1 Farmacenter Alcala;KR 46 136 50;6278337;2;Suba
Droguería Sfarma No 20;KR 17G 68A 40 SUR;7654108;2;Vista Hermosa
Droguería Sideral;KR 37 25 B 87;2441401;2;Chapinero
Droguería Sideral;CL 25 37 28;2449768;2;Chapinero
Droguería Sierra Morena;DG 70 SUR 73D 51;7180725;2;Vista Hermosa
Droguería Siglo XX;AV BOYACA 63 04;2913855;2;Engativá
Droguería Siglo XX BD;CL 42 A SUR 96 12;4545487;2;Sur
Droguería Siglo XXI;CL 64F 77 30;4306202;2;Engativá
Droguería Siglo XXI De Suba;CL 138 155 17;6899033;2;Suba
Droguería Siglo XXI No 2;KR 70C 66B 02;4306202;2;Engativá
Droguería Sisben;CL 35B SUR 26F 65;7276900;2;Rafael Uribe
Droguería Skala;CL 188 11 A 30;6770682;2;Usaquén
Droguería Skandia No 7;AC 72 70 D 40;4302376;2;Engativá
Droguería Social Bogota;CL 67 116 A 14;5453779;2;Engativá
Droguería Sofi Descuentos SR;CL 40 SUR 22A 09;2726486;2;Rafael Uribe
Droguería Sofi Medica;KR 7 22 10 SUR;7955285;2;San Cristóbal
Droguería Sofi Medics;KR 7 22 10 SUR;3617928;2;San Cristóbal
Droguería Soluz;KR 55C 160 13;6087109;2;Suba
Droguería Sonia;KR 110 C 74 20;4256805;2;Engativá
Droguería Sonia;KR 27A 73 46 SUR;7651158;2;Vista Hermosa
Droguería Sotavento;KR 17A 73A 53 SUR;7908586;2;Vista Hermosa
Droguería Stiven B;CL 130C 102 23;0;2;Suba
Droguería Stiven B;KR 114 152D 09 PISO 2;0;2;Suba
Droguería Su Gran Economia;KR 9 12 15;3521621;2;Centro Oriente
Droguería Su Rebaja SB;CL 54 SUR 13A 38;2052689;2;Tunjuelito
Droguería Su Salud;KR 90 68 A 73;2233234;2;Engativá
Droguería Su Salud;TV 5J 48D 25 SUR;2790274;2;Rafael Uribe
Droguería Suafarma;KR 100A 141 10;6017245;2;Suba
Droguería Suba;KR 95 146A 05;6815752;2;Suba
Droguería Suba Salud No 2;CL 151B 92 05;6805169;2;Suba
Droguería Subasalud;KR 92 146 19;6821330;2;Suba
Droguería Subazar F;KR 92 145A 32 LC 1;0;2;Suba
Droguería Subsidrogas;KR 104 78 F 03;4315047;2;Engativá
Droguería Subsimedica;CL 43 SUR 12H 11;7606593;2;Rafael Uribe
Droguería Suleal;KR 11 140 84;2165516;2;Usaquén
Droguería Sunefy;CL 70 SUR 3 42 INT 1;7674736;2;Usme
Droguería Super 1A No 1;TV 19A 60 24 SUR;7659115;2;Vista Hermosa
Droguería Super 2005;CL 64 121 79;4354538;2;Engativá
Droguería Super 64;CL 64 113 F 23;5406633;2;Engativá
Droguería Super Alianza;KR 103 75 C 41;4654262;2;Engativá
Droguería Super Boyaca;KR 80 72 B 29;2522510;2;Engativá
Droguería Super Dazi AR;KR 18A 73 11 SUR;7900702;2;Vista Hermosa
Droguería Super Economia;KR 9 17 52;2437829;2;Centro Oriente
Droguería Super Economica;CL 70 A 87 03;4902063;2;Engativá
Droguería Super Especial;KR 11B ESTE 46 17 SUR;2771969;2;San Cristóbal
Droguería Super Especial 1;AK 72 116A 02 LC2;4808319;2;Suba
Droguería Super éxito;KR 58 97 A 00;6100757;2;Chapinero
Droguería Super éxito EN;KR 20D 68A 02 SUR;3010417;2;Vista Hermosa
Droguería Super Hogar CA;KR 3 69F 59 SUR;7670326;2;Usme
Droguería Super Pronto;KR 69H 75 84;3112922;2;Engativá
Droguería Super Salud Y Vida;KR 93D 128D 04;6815424;2;Suba
Droguería Super San Agustin;CL 49C SUR 5C 12;5678706;2;Rafael Uribe
Droguería Super San Agustin;CL 49B SUR 5C 10;5678706;2;Rafael Uribe
Droguería Super San Francisco;CL 62 SUR 19C 37;7314256;2;Vista Hermosa
Droguería Super Triunfo;CL 64 C 72 29;2511474;2;Engativá
Droguería Super Triunfo No 1;CL 72 F 112 C 08;4918750;2;Engativá
Droguería Superdescuentos;KR 36 1 F 10;2473880;2;Sur
Droguería Superdescuentos JF;KR 72 65 28 SUR;7522022;2;Vista Hermosa
Droguería Superdomiciliaria;KR 56 4 B 73 LC 1;4201333;2;Sur
Droguería Superdomiciliaria;KR 56 5 55;4201333;2;Sur
Droguería Superespecial 1;AK 72 116A 02 LC1;2535128;2;Suba
Droguería Superespecial 1;KR 72 116A 02;2713949;2;Suba
Droguería Superfamiliar De Colombia Ltda;KR 102A 132 12;6851867;2;Suba
Droguería Superfamiliar DU SAS;CL 73D SUR 80I 80;7821827;2;Pablo VI Bosa
Droguería Superfarma;KR 80 72 36;4718268;2;Engativá
Droguería Superfarma DH;KR 80 72 31;4718268;2;Engativá
Droguería Superior;CL 48P 5D 40 SUR;5993378;2;Rafael Uribe
Droguería Superlatina;KR 52 C 38 B 36 SUR;5649337;2;Sur
Droguería Superpharma;KR 9 72 81 LC 2;2113711;2;Chapinero
Droguería Superrebaja Suba;CL 157A 98A 55 TERMINADO;6837848;2;Suba
Droguería Supersalud De Arabia;KR 97 23F 27;2674337;2;Fontibón
Droguería Supersalud JL;KR 109 A 64 57;2278273;2;Engativá
Droguería Supersalud MV;TV 39A 39 47 SUR;7000821;2;Tunjuelito
Droguería Supervida;CL 86 A 95 F 71 IN 110;4428425;2;Engativá
Droguería Supervida 2004;TV 30 54 02 SUR;2304108;2;Tunjuelito
Droguería Supervida 2004;CL 37 SUR 51 G 12;7285153;2;Sur
Droguería Supervillas N1;CL 51 14 59;2481161;2;Chapinero
Droguería Supher Pharma Santa Isabel;CL 1F 27 03;2370709;2;Centro Oriente
Droguería Surcafam MD;CL 64 120 71;4416397;2;Engativá
Droguería Surisalud;KR 17G 65A 80 SUR;7922125;2;Vista Hermosa
Droguería Surti Express Alamos;AC 72 103 A 03;4404547;2;Engativá
Droguería Surtifamiliar;KR 54 52 63 SUR;2047651;2;Tunjuelito
Droguería Surtifamiliar Vl No 2;DG 77 B 116 51 LC 05;4310991;2;Engativá
Droguería Surtifarma Farmacia;KR 69 64 I 05;7529320;2;Engativá
Droguería Surtipharma;CL 130B 92 25;0;2;Suba
Droguería Surty Mas;CL 94 SUR 6D 18 ESTE;7687563;2;Usme
Droguería Suryfarma;CL 60A SUR 74 10;7826527;2;Vista Hermosa
Droguería SV Economia;CL 57 A 35 A 38;8002448;2;Chapinero
Droguería T Universal;TV 127A BIS 137A 81;6894689;2;Suba
Droguería Takali;CL 167 65 45;6784694;2;Suba
Droguería Takay;KR 36 22 F 20;2688079;2;Chapinero
Droguería Tati's;CL 132 131 08;5369742;2;Suba
Droguería Tayrona;KR 68A 100 10;6247952;2;Suba
Droguería Tecnofarma;KR 135 16A 17;4606654;2;Fontibón
Droguería Tejares;KR 49 185 90;6742950;2;Suba
Droguería Telefarmax Ltda;KR 59 132A 36 LC 001;2261401;2;Suba
Droguería Tercer Milenio;KR 6 ESTE 100 47;5225758;2;Chapinero
Droguería Teresiana;KR 37 17 B 31 SUR;7208568;2;Sur
Droguería Terry;CL 90 95 97;4353718;2;Engativá
Droguería The Family;CL 53 SUR 11B 07 LC 1;2796942;2;Tunjuelito
Droguería Tierra Grata;KR 101 70 51 LC 10;2299731;2;Engativá
Droguería Tifanny;TV 73B 62A 59 SUR;7791614;2;Vista Hermosa
Droguería Tintal;TV 1C BIS 76B 71 SUR INT 1;7390502;2;Usme
Droguería Titan Pharma;DG 80 SUR 45 98;7160905;2;Vista Hermosa
Droguería Titan Pharma;KR 46A 80 04 SUR;7160905;2;Vista Hermosa
Droguería Toberin;CL 166 20 02;6745206;2;Usaquén
Droguería Todo Farmacia Sap EU;KR 8 BIS 152 A 57;6148929;2;Usaquén
Droguería Torremolinos;KR 52 17 26 SUR;7275315;2;Sur
Droguería Torrepharma;CL 70 C 111 C 90;5420118;2;Engativá
Droguería Torres EM;CL 69 69 K 31;3119486;2;Engativá
Droguería Total Farma;CL 72 29 50;4793784;2;Chapinero
Droguería Tropidrogas;CL 27 SUR 26 26;2038707;2;Rafael Uribe
Droguería Tropipopulares;CL 35 SUR 26D 30;2038934;2;Rafael Uribe
Droguería Tropipopulares;CL 35 SUR 26D 28;2038934;2;Rafael Uribe
Droguería Tu Farmacia;CL 85 91 33;4365738;2;Engativá
Droguería Tuna Express;AK 104 154A 17;6920795;2;Suba
Droguería Tuna Express;AV CIUDAD DE CALI 154A 17;6920795;2;Suba
Droguería Turingia;KR 103F 151A 21;5364988;2;Suba
Droguería Ultra Alamos;KR 101 71 C 46;5478864;2;Engativá
Droguería Ultra Alto Chico;DG 146 118 02;6977884;2;Suba
Droguería Ultra Bachue;KR 95 86 41;2275416;2;Engativá
Droguería Ultra Centro Comercial;DG 146 128 02 LC 2;6977884;2;Suba
Droguería Ultra Oasis;CL 151 109A 54;6970780;2;Suba
Droguería Ultra Tayazal;CL 145 128 40 LC 22;6887033;2;Suba
Droguería Ultramedica;CL 82 95 B 14;4401639;2;Engativá
Droguería Ultramedica;CL 82 95B 14;5363422;2;Engativá
Droguería Ultramedica No 2;CL 82 94L 61 IN 103;4331480;2;Engativá
Droguería Ultramedica No 2;CL 82 94 L 61 IN 103;5379292;2;Engativá
Droguería Unia;TV 35 38 70 SUR;7576106;2;Rafael Uribe
Droguería Unibacata;KR 101A 152A 30 CASA 167;6475250;2;Suba
Droguería Unibacata AL;KR 102B 151 15 LC 4;6557014;2;Suba
Droguería Unica De La Floresta;CL 95 68C 23;2261285;2;Suba
Droguería Unicentro;CL 53 A 71 C 36;4298540;2;Engativá
Droguería Unicentro;CL 119 11 43;6373193;2;Usaquén
Droguería Unidas De La 13;CL 64 119 05;2272816;2;Engativá
Droguería Unidas De La 13;CL 64 119 06;2272816;2;Engativá
Droguería Unifamisanar;KR 50 134 28;2749918;2;Suba
Droguería Unilafam;CL 145 49 07;6154977;2;Suba
Droguería Unilafam 2000;CL 146 48 27 LC 3;6254018;2;Suba
Droguería Union GJS;KR 89 A 88 88;8144716;2;Engativá
Droguería Unipharma;KR 81 77 20;2517245;2;Engativá
Droguería Unipharma;KR 81 77 29;2517245;2;Engativá
Droguería Unirebajas;KR 33 26 A 30;2442823;2;Chapinero
Droguería Unirebajas;KR 36 26 A 30;2482823;2;Chapinero
Droguería Unirebajas;KR 136A 152A 19;6937799;2;Suba
Droguería Unirebajas De Suba;KR 91 137 46;6803480;2;Suba
Droguería Unisanar La Alqueria;KR 52 C 37 25 SUR;8033230;2;Sur
Droguería Uniservicios No 1;KR 112A BIS 72C 51;4424280;2;Engativá
Droguería Uniservicios No 2;KR 113 73 A 31;4355080;2;Engativá
Droguería Universal De La 156;CL 156 7 C 76;6726751;2;Usaquén
Droguería Universal Drugstore;KR 7 41 24 LC 1;2855328;2;Chapinero
Droguería Universitaria;KR 33 28 11;2449978;2;Chapinero
Droguería Universitaria 2001;KR 91 136 04;6816746;2;Suba
Droguería Universitaria 2012 SAS;KR 36 28 05;2449978;2;Chapinero
Droguería Uno A;CL 83 95 A 15;2293392;2;Engativá
Droguería Uno Del Norte;CL 159 8 D 25;6708700;2;Usaquén
Droguería Urgencias Chapinero;CL 66 15 50;2553967;2;Chapinero
Droguería Uval II;CL 115 SUR 5I 32 ESTE;5691168;2;Usme
Droguería Valfar;CL 91 SUR 1 03 ESTE;7617783;2;Usme
Droguería Vasquez;CL 75A SUR 1C 22 ESTE;2006811;2;Usme
Droguería Velez;CL 48F SUR 9A 33;7690661;2;Rafael Uribe
Droguería Verdun;KR 110A 64D 03;4408496;2;Engativá
Droguería Versalles;CL 23D 107 14;5377089;2;Fontibón
Droguería Vicdal San Cayetano;KR 96 127D 28;6821907;2;Suba
Droguería Victoria;KR 70 F 74 C 05;2518453;2;Engativá
Droguería Vida Salud;CL 63 SUR 70G 47;7780730;2;Vista Hermosa
Droguería Vidsalud;KR 19A 53A 93 SUR;2791754;1;Tunjuelito
Droguería Vidsalud;CL 55 SUR 19A 06;2791754;2;Tunjuelito
Droguería Villa Alamos;KR 111C 69D 05;4350379;2;Engativá
Droguería Villa Alcala;KR 104 13D 35 ET 5 LC 1;4214250;2;Fontibón
Droguería Villa Almendros;KR 115 152 38;6979784;2;Suba
Droguería Villa Constanza;KR 111 C 70 B 17;5440367;2;Engativá
Droguería Villa De Los Angeles;KR 52 C 31 32 SUR;7106980;2;Sur
Droguería Villa Gladys;CL 64C 112A 23;5458580;2;Engativá
Droguería Villa Mayor;CL 49 BIS SUR 5B 42;2795676;2;Rafael Uribe
Droguería Villa Santorini;KR 56 167A 25 LC 6;7036131;2;Suba
Droguería Villalba;KR 17 80C 91 SUR;7655107;2;Vista Hermosa
Droguería Villaluz;KR 26B 28 27 SUR;;2;Rafael Uribe
Droguería Villamar;KR 54 43 73 SUR;2700811;2;Sur
Droguería Villamaria;CL 139 112 55;5363551;2;Suba
Droguería Villareal;KR 8 C 186 79 LC 1;6736716;2;Usaquén
Droguería Villas De Granada;KR 112 A 75 A 03;4703254;2;Engativá
Droguería Villas De Muzu;KR 51 B BIS 37 02 SUR;7285386;2;Sur
Droguería Villemar;CL 17 96C 06;2980137;2;Fontibón
Droguería Vilmary;KR 51 B 18 12 SUR;2038508;2;Sur
Droguería VIP;KR 27 47 34 SUR;2388783;2;Rafael Uribe
Droguería VIP;KR 27 47 47 SUR;7249605;2;Rafael Uribe
Droguería Virgen De Guadalupe DO;CL 70D 106A 17;0;2;Engativá
Droguería Visalud LP;CL 75 70 F 50 LO 07;5108397;2;Engativá
Droguería Vision 2000 No 1;AC 116 9 34;2154050;2;Usaquén
Droguería Vision 2000 No 2;AC 116 11 C 50;6296468;2;Usaquén
Droguería Vitafarma;KR 3 ESTE 46B 39 SUR;2076874;2;San Cristóbal
Droguería Vitafarma;KR 37 9 04 SUR LC 2;5609663;2;Sur
Droguería Vital 104;KR 47 103B 38;6016993;2;Suba
Droguería Vital 104;KR 46 103B 29;6016993;2;Suba
Droguería Vital Salud;KR 53 42 A 11 SUR;8107025;2;Sur
Droguería Vitalfarma AV;CL 16I BISA 104 94;4043270;2;Fontibón
Droguería Vitapharma;DG 78 C 108 A 04;2284573;2;Engativá
Droguería Vitrofarma;CL 36 SUR 78 P 10;4659040;2;Sur
Droguería Vives;AK 9 146 80;6262240;2;Usaquén
Droguería Vivir Alkosto;CL 139 100 25;6834100;2;Suba
Droguería Vivir Alkosto No3;KR 62 162A 16;6790230;2;Suba
Droguería Vivir Alkosto No3;KR 62 162A 20;6790230;2;Suba
Droguería Vivir Con Salud;CL 153 103B 20;6920967;2;Suba
Droguería Vivir Konsalud;CL 153 103B 20;6920967;2;Suba
Droguería VMJ 1;CL 161 B 8 G 03 LC 3;3068206;2;Usaquén
Droguería Voluntad;TV 18 BIS 14A 01 SUR;7513619;2;Rafael Uribe
Droguería Wilkar;CL 90 SUR 5D 40 ESTE;7681166;2;Usme
Droguería Willis AYM;KR 106 A 65 B 10;4407820;2;Engativá
Droguería Y Autoservicio Aristi;KR 18 79 75;6910975;2;Chapinero
Droguería Y Cacharreria Victor JB;KR 72 A 8 97;0;2;Sur
Droguería Y Comunicaciones La Websana;CL 59 SUR 23 60;7183305;2;Vista Hermosa
Droguería Y Minimarket City Express;KR 55A 168A 67;6792514;2;Suba
Droguería Y Minimarket Santa Fe;AK 45 183 A 32;6701938;2;Usaquén
Droguería Y Minimercado El Dorado;KR 58 129B 08;6248905;1;Suba
Droguería Y Minimercado El Dorado;KR 92 147 47;6819729;2;Suba
Droguería Y Minimercado Farmasebas;CL 158 101B 20;6859495;2;Suba
Droguería Y Minimercado Salufarama;CL 138 50 90;6250971;2;Suba
Droguería Y Miscelánea Jesucristo;KR 27B 73B 15 SUR;7922485;2;Vista Hermosa
Droguería Y Miscelanea Kanale;CL 138 102A 34 ESQUINA;6856001;2;Suba
Droguería Y Oerfumeria La Real Sociedad;CL 59B SUR 43 20;7161639;2;Vista Hermosa
Droguería Y Ortopedicos Disalud;CL 100 14 83;2570969;2;Chapinero
Droguería Y Ortopedicos Disalud;KR 13 52 A 32;4702421;2;Chapinero
Droguería Y Papeleria Andy Farmacia;TV 127C 139A 53;5363901;2;Suba
Droguería Y Papeleria Lisboa;CL 142 11 74;6051786;2;Usaquén
Droguería Y Papeleria Lizmar;CL 127 50 43;6204801;2;Suba
Droguería Y Papeleria Medisalud 2;AK 19 147 25;2740176;2;Usaquén
Droguería Y Papeleria Santa Catalina;KR 50B 182 15;6732193;2;Suba
Droguería Y Perfumería Alexcardi;KR 54B 128 16;2163846;2;Suba
Droguería Y Perfumería La Coruña;KR 48G 59B 36 SUR;9117101;2;Vista Hermosa
Droguería Y Perfumería La Esmeralda;KR 54 46 44;3243405;2;Chapinero
Droguería Y Perfumería La Real Sociedad;CL 59B SUR 43 20;7161639;2;Vista Hermosa
Droguería Y Perfumería Septima No 3;KR 7 72 54;2551076;2;Chapinero
Droguería Y Servicio Aristi SAS;CL 94 21 82;2569710;2;Chapinero
Droguería Y Supermercado Multirebajas JF;CL 159 15 04 LC 1;6705516;2;Usaquén
Droguería Y Tienda Naturista Manantiales;CL 95 69 B 41;5331055;2;Suba
Droguería Yaddy;CL 87 95 08 LC 1;4424128;2;Engativá
Droguería Yamid;CL 41 A SUR 50 97;2047046;2;Sur
Droguería Yaneida;CL 5 A 43 01;2011235;2;Sur
Droguería Yaneida;CL 5A 43 06;5621749;2;Sur
Droguería Yeimi A;CL 78 SUR 1B 43 ESTE;7217331;2;Usme
Droguería Yopal;AC 72 68C 21;2400429;2;Engativá
